SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,210 Martine Ave Unit 6F,White Plains,NY,10601,310000,1,1.0,Winton Codo,900,,1939,21,344,464,Active,,,http://www.redfin.com/NY/White-Plains/210-Martine-Ave-10601/unit-6F/home/20190463,OneKey,H6037850,N,Y,41.0315016,-73.7647472
MLS Listing,,Condo/Co-op,19 Old Mamaroneck Rd Unit 5D,White Plains,NY,10605,275000,2,2.0,Overlook Towers,1175,,1953,22,234,967,Active,,,http://www.redfin.com/NY/White-Plains/19-Old-Mamaroneck-Rd-10605/unit-5D/home/21824973,OneKey,H6037891,N,Y,41.0221931,-73.7608862
MLS Listing,,Single Family Residential,310 Chatterton Pkwy,Hartsdale,NY,10607,725000,4,3.5,Hartsdale,3000,14374,1933,22,242,,Active,,,http://www.redfin.com/NY/Hartsdale/310-Chatterton-Pkwy-10530/home/20124661,OneKey,3213418,N,Y,41.0260876,-73.7899111
MLS Listing,,Single Family Residential,1090 Mamaroneck Ave,White Plains,NY,10605,1520000,5,4.0,White Plains,5350,14039,2005,24,284,,Active,,,http://www.redfin.com/NY/White-Plains/1090-Mamaroneck-Ave-10605/home/147138503,OneKey,H6037403,N,Y,41.0000895,-73.7481992
MLS Listing,,Single Family Residential,50 Sammis Ln,White Plains,NY,10605,790000,4,3.0,Rosedale,2700,12515,1964,24,293,,Active,,,http://www.redfin.com/NY/White-Plains/50-Sammis-Ln-10605/home/20182642,OneKey,H6037559,N,Y,41.0041438,-73.7381092
MLS Listing,,Condo/Co-op,76 Winding Ridge Rd,White Plains,NY,10603,769000,3,3.5,Winding Ridge,2900,436,2000,25,265,500,Active,,,http://www.redfin.com/NY/White-Plains/76-Winding-Ridge-Rd-10603/home/20032024,OneKey,H6035666,N,Y,41.045133,-73.7871935
MLS Listing,,Single Family Residential,13 Indian Trl,White Plains,NY,10603,379850,3,1.0,White Plains,1175,10724,1952,26,323,,Active,,,http://www.redfin.com/NY/White-Plains/13-Indian-Trl-10603/home/20126190,OneKey,H6037220,N,Y,41.0491439,-73.7877051
MLS Listing,,Condo/Co-op,10 City Pl Ph 3F,White Plains,NY,10601,735000,2,2.5,Trump Tower,1421,,2005,26,517,1478,Active,,,http://www.redfin.com/NY/White-Plains/10-City-Pl-10601/unit-3F/home/20009005,OneKey,H6035857,N,Y,41.0322613,-73.7644255
MLS Listing,,Single Family Residential,11 Bradley Ave,White Plains,NY,10607,899000,3,2.0,White Plains,1964,10790,1963,26,458,,Active,,,http://www.redfin.com/NY/White-Plains/11-Bradley-Ave-10607/home/20128521,OneKey,H6037010,N,Y,41.03372,-73.837411
MLS Listing,,Condo/Co-op,30 Hillside Ter Unit F,White Plains,NY,10601,349001,1,1.0,Hillside Terrace,782,,1977,27,446,340,Active,,,http://www.redfin.com/NY/White-Plains/30-Hillside-Ter-10601/unit-F/home/20192606,OneKey,H6032899,N,Y,41.035603,-73.773249
MLS Listing,,Multi-Family (2-4 Unit),53 Custis Ave,White Plains,NY,10603,785000,6,2.0,White Plains,2156,6098,1962,28,364,,Active,,,http://www.redfin.com/NY/White-Plains/53-Custis-Ave-10603/home/20084457,Smart MLS,170290496,N,Y,41.0638039,-73.7704237
MLS Listing,,Single Family Residential,106 Beverly Rd,White Plains,NY,10605,729000,3,2.5,White Plains,1600,4887,1950,28,456,,Active,,,http://www.redfin.com/NY/White-Plains/106-Beverly-Rd-10605/home/20184971,OneKey,H6035616,N,Y,41.0092719,-73.7594728
MLS Listing,,Condo/Co-op,300 Mamaroneck Ave #128,White Plains,NY,10605,465000,2,2.0,Residences At Jefferson,1077,,2006,30,432,716,Active,,,http://www.redfin.com/NY/White-Plains/300-Mamaroneck-Ave-10605/unit-128/home/20008720,OneKey,H6035033,N,Y,41.024812,-73.7638739
MLS Listing,,Condo/Co-op,2 Westchester Ave Unit 1J,White Plains,NY,10601,320000,2,1.0,Broad Park Lodge,1200,,1927,31,267,993,Active,,,http://www.redfin.com/NY/White-Plains/2-Westchester-Ave-10601/unit-1J/home/53610835,OneKey,H6036072,N,Y,41.0343279,-73.7619894
MLS Listing,,Single Family Residential,41 Overlook Rd N,White Plains,NY,10603,529000,3,2.0,White Plains,1538,15172,1979,31,344,,Active,,,http://www.redfin.com/NY/White-Plains/41-Overlook-Rd-N-10603/home/20081166,OneKey,H6030208,N,Y,41.0669155,-73.763805
MLS Listing,,Condo/Co-op,1602 Pondcrest Ln,White Plains,NY,10607,570000,2,2.5,Pondside Village,1539,4356,1991,31,370,,Active,,,http://www.redfin.com/NY/White-Plains/1602-Pondcrest-Ln-10607/home/20129466,OneKey,H6035960,N,Y,41.040794,-73.802928
MLS Listing,,Single Family Residential,211 Woodhampton Dr,White Plains,NY,10603,599900,3,2.5,White Plains,2936,19768,1952,33,204,,Active,,,http://www.redfin.com/NY/White-Plains/211-Wood-Hampton-Dr-10603/home/20132529,OneKey,H6035310,N,Y,41.0547237,-73.7936797
MLS Listing,,Multi-Family (2-4 Unit),149 Old Mamaroneck Rd,White Plains,NY,10605,1500000,8,5.5,White Plains,5210,22072,1924,39,288,,Active,,,http://www.redfin.com/NY/White-Plains/149-Old-Mamaroneck-Rd-10605/home/20185930,OneKey,H6034156,N,Y,41.015817,-73.760525
MLS Listing,,Single Family Residential,104 N Kensico Ave,White Plains,NY,10604,469900,3,1.0,White Plains,1558,7693,1924,39,302,,Active,,,http://www.redfin.com/NY/White-Plains/104-N-Kensico-Ave-10604/home/20188816,OneKey,H6031957,N,Y,41.0416622,-73.7606219
MLS Listing,,Condo/Co-op,25 Franklin Ave Unit 2-J,White Plains,NY,10601,100000,0,1.0,Franklin Plains,625,,1966,40,160,653,Active,,,http://www.redfin.com/NY/White-Plains/25-Franklin-Ave-10601/unit-2-J/home/167346598,OneKey,H6033673,N,Y,41.033822,-73.7606104
MLS Listing,,Single Family Residential,3 Murchison Pl,White Plains,NY,10605,1150000,5,4.5,Gedney Farms,3700,24611,1924,40,311,,Active,,,http://www.redfin.com/NY/White-Plains/3-Murchison-Pl-10605/home/20184943,OneKey,H6032611,N,Y,41.0097123,-73.7482224
MLS Listing,,Single Family Residential,88 Battle Ave,White Plains,NY,10606,524900,4,3.0,Battle Hill,2176,6229,1938,40,241,,Active,,,http://www.redfin.com/NY/White-Plains/88-Battle-Ave-10606/home/20189589,OneKey,H6033803,N,Y,41.0304503,-73.7791565
MLS Listing,,Condo/Co-op,302 Church St Unit 3I,White Plains,NY,10603,429000,1,1.5,The Wimbledon,1365,,1989,41,314,675,Active,,,http://www.redfin.com/NY/White-Plains/302-Church-St-10603/unit-3I/home/23025121,OneKey,H6032516,N,Y,41.0422858,-73.7698032
MLS Listing,,Single Family Residential,65 Crane Ave,White Plains,NY,10603,600000,4,2.0,White Plains,2691,5009,1987,42,223,,Active,,,http://www.redfin.com/NY/White-Plains/65-Crane-Ave-10603/home/20192321,OneKey,H6027404,N,Y,41.0431234,-73.7640348
MLS Listing,,Condo/Co-op,10 Stewart Pl Unit 5DW,White Plains,NY,10603,384000,1,1.0,Stewart Place,812,,1988,45,473,486,Active,,,http://www.redfin.com/NY/White-Plains/10-Stewart-Pl-10603/unit-5DW/home/20191932,OneKey,H6032046,N,Y,41.0380018,-73.762449
MLS Listing,,Single Family Residential,49 Richbell Rd,White Plains,NY,10605,925000,4,2.5,Gedney Farms,2300,18208,1950,47,402,,Active,,,http://www.redfin.com/NY/White-Plains/49-Richbell-Rd-10605/home/20182905,OneKey,H6030950,N,Y,41.0028034,-73.7437175
MLS Listing,,Condo/Co-op,50 Dekalb Ave Unit E7,White Plains,NY,10605,429000,2,2.5,Live Oaks Condominiums,1588,,1982,49,270,651,Active,,,http://www.redfin.com/NY/White-Plains/50-Dekalb-Ave-10605/unit-E7/home/20183660,OneKey,H6032040,N,Y,41.0261655,-73.7598321
MLS Listing,,Multi-Family (2-4 Unit),28 Odell Ave,White Plains,NY,10606,899900,6,5.0,White Plains,3050,6220,1926,53,295,,Active,,,http://www.redfin.com/NY/White-Plains/28-Odell-Ave-10606/home/20186566,OneKey,H6030708,N,Y,41.0230874,-73.7728138
MLS Listing,,Multi-Family (2-4 Unit),7 Dennison St,White Plains,NY,10606,425000,3,2.0,White Plains,1040,2722,1924,54,409,,Active,,,http://www.redfin.com/NY/White-Plains/7-Dennison-St-10606/home/20186863,OneKey,H6030360,N,Y,41.0256196,-73.7722048
MLS Listing,,Vacant Land,Lot 14 Old Tarrytown Rd,White Plains,NY,10603,103200,0,,White Plains,,22974,,60,,,Active,,,http://www.redfin.com/NY/White-Plains/14-Old-Tarrytown-Rd-10603/home/171199085,OneKey,H6019495,N,Y,41.0470639,-73.7758848
MLS Listing,,Condo/Co-op,25 Franklin Ave Unit 2N,White Plains,NY,10601,295000,2,2.0,Franklin Towers,1200,28310,1966,60,246,1025,Active,,,http://www.redfin.com/NY/White-Plains/25-Franklin-Ave-10601/unit-2N/home/171199080,OneKey,H6027500,N,Y,41.033822,-73.7606104
MLS Listing,,Single Family Residential,22 Greene Ln,White Plains,NY,10605,849000,3,2.5,The Greens,2150,8006,1998,60,395,,Active,,,http://www.redfin.com/NY/White-Plains/22-Greene-Ln-10605/home/171199070,OneKey,H6028513,N,Y,41.0087029,-73.7294143
MLS Listing,,Condo/Co-op,21 Lake St Unit 2EE,White Plains,NY,10603,227500,0,1.0,The Parkview,600,87076,1989,61,379,305,Active,,,http://www.redfin.com/NY/White-Plains/21-Lake-St-10603/unit-2EE/home/20013151,OneKey,H6028504,N,Y,41.0374167,-73.7618515
MLS Listing,,Single Family Residential,30 and 34 Starkey Rd,West Harrison,NY,10604,225000,0,1.0,West Harrison,520,11326,1918,61,433,,Active,,,http://www.redfin.com/NY/West-Harrison/34-Starkey-Rd-10604/home/20081806,OneKey,H6028495,N,Y,41.0678824,-73.7527617
MLS Listing,,Single Family Residential,104 Reunion Rd,White Plains,NY,10603,699900,4,2.5,Valimar,2300,5441,2000,63,304,209,Active,,,http://www.redfin.com/NY/White-Plains/104-Reunion-Rd-10603/home/20032789,OneKey,H6028465,N,Y,41.0602777,-73.7786969
MLS Listing,,Single Family Residential,38 Bradley Ave,White Plains,NY,10607,629000,4,2.5,White Plains,2034,14780,1886,63,309,,Active,,,http://www.redfin.com/NY/White-Plains/38-Bradley-Ave-10607/home/20128588,OneKey,H6028231,N,Y,41.0341627,-73.8383455
MLS Listing,,Condo/Co-op,1 Renaissance Sq Unit 14E,White Plains,NY,10601,949900,2,2.5,Ritz Carlton,1664,436,2007,65,571,1889,Active,,,http://www.redfin.com/NY/White-Plains/1-Renaissance-Sq-10601/unit-14E/home/23063765,OneKey,H6027517,N,Y,41.0331361,-73.7675935
MLS Listing,,Single Family Residential,1 Canterbury Rd,White Plains,NY,10607,525000,4,2.0,Orchard Hill,1607,5306,1954,66,327,,Active,,,http://www.redfin.com/NY/White-Plains/1-Canterbury-Rd-10607/home/20129755,OneKey,H6020014,N,Y,41.0403468,-73.8103156
MLS Listing,,Condo/Co-op,4 Martine Ave #210,White Plains,NY,10606,399000,1,1.0,The Seasons,800,,1990,66,499,558,Active,,,http://www.redfin.com/NY/White-Plains/4-Martine-Ave-10606/unit-210/home/20190086,OneKey,H6027484,N,Y,41.0300922,-73.7730517
MLS Listing,,Single Family Residential,19 Antony Rd,White Plains,NY,10605,949000,4,3.5,White Plains,2800,18417,1932,67,339,,Active,,,http://www.redfin.com/NY/White-Plains/19-Antony-Rd-10605/home/20185669,OneKey,H6018921,N,Y,41.0160765,-73.7391205
MLS Listing,,Condo/Co-op,25 Franklin Ave Unit 3H,White Plains,NY,10601,107000,0,1.0,Franklin Towers,598,,1966,68,179,676,Active,,,http://www.redfin.com/NY/White-Plains/25-Franklin-Ave-10601/unit-3H/home/21825337,OneKey,H6026678,N,Y,41.033822,-73.7606104
MLS Listing,,Condo/Co-op,10 Nosband Ave Unit 6K,White Plains,NY,10605,265000,2,1.0,Bristol House,1100,,1920,69,241,1138,Active,,,http://www.redfin.com/NY/White-Plains/10-Nosband-Ave-10605/unit-6K/home/28934914,OneKey,H6025140,N,Y,41.0209856,-73.7599669
MLS Listing,,Multi-Family (2-4 Unit),1-3 Coolidge Ave,White Plains,NY,10606,899000,7,5.0,The Highlands,4221,9283,1928,70,213,,Active,,,http://www.redfin.com/NY/White-Plains/1-Coolidge-Ave-10606/home/20184954,OneKey,H6017422,N,Y,41.01588,-73.7683016
MLS Listing,,Single Family Residential,11 Ria Dr,White Plains,NY,10605,729000,4,2.0,Holbrooke Manor,2511,10324,1950,70,290,,Active,,,http://www.redfin.com/NY/White-Plains/11-Ria-Dr-10605/home/20183375,OneKey,H6026264,N,Y,41.0034573,-73.7514401
MLS Listing,,Condo/Co-op,25 Rockledge Ave #415,White Plains,NY,10601,635000,2,2.0,Westage Towers East,1428,,1988,70,445,1266,Active,,,http://www.redfin.com/NY/White-Plains/25-Rockledge-Ave-10601/unit-415/home/20191661,OneKey,H6025708,N,Y,41.0354645,-73.7716675
MLS Listing,,Condo/Co-op,505 Central Park Ave #617,White Plains,NY,10606,129000,1,1.0,Tompkin Manor,775,,1968,70,166,836,Active,,,http://www.redfin.com/NY/White-Plains/505-Central-Ave-10606/unit-617/home/53610430,OneKey,H6025089,N,Y,41.0282029,-73.7887392
MLS Listing,,Condo/Co-op,292 Main St Unit 1F,White Plains,NY,10601,312500,2,1.0,Broadpark Lodge Corp,1200,32063,1927,73,260,971,Active,,,http://www.redfin.com/NY/White-Plains/292-Main-St-10601/unit-1F/home/21449899,OneKey,H6024974,N,Y,41.0342678,-73.7620762
MLS Listing,,Single Family Residential,12 Belding Ave,White Plains,NY,10603,490000,4,2.0,White Plains,1332,7423,1951,73,368,,Active,,,http://www.redfin.com/NY/White-Plains/12-Belding-Ave-10603/home/20131863,OneKey,H6025202,N,Y,41.0560035,-73.7807192
MLS Listing,,Single Family Residential,123 Cushman Rd,Scarsdale,NY,10583,3450000,5,5.5,Scarsdale,6820,21780,2020,73,506,,Active,,,http://www.redfin.com/NY/Scarsdale/123-Cushman-Rd-10583/home/113880411,OneKey,H6022241,N,Y,41.0065408,-73.771615
MLS Listing,,Condo/Co-op,130 N Kensico Ave #19,White Plains,NY,10604,304900,1,1.0,Spruce Ridge,800,,1988,74,381,259,Active,,,http://www.redfin.com/NY/White-Plains/130-N-Kensico-Ave-10604/unit-19/home/171091851,OneKey,H6024451,N,Y,41.042644,-73.760779
MLS Listing,,Condo/Co-op,34 Underhill Ave Unit 2A,West Harrison,NY,10604,154000,1,1.0,Park Knoll,750,,1952,74,205,894,Active,,,http://www.redfin.com/NY/West-Harrison/34-Underhill-Ave-10604/unit-2A/home/21823645,OneKey,H6025095,N,Y,41.0339709,-73.7520671
MLS Listing,,Single Family Residential,27 Cummings Ave N,White Plains,NY,10603,699000,5,4.5,White Plains,2800,5663,1970,74,250,,Active,,,http://www.redfin.com/NY/White-Plains/27-Cummings-Ave-N-10603/home/20132314,OneKey,H6018485,N,Y,41.0566478,-73.7803975
MLS Listing,,Single Family Residential,38 Wyndham Close,White Plains,NY,10605,879900,2,3.0,Wyndham Close,2800,,1994,74,314,908,Active,,,http://www.redfin.com/NY/White-Plains/38-Wyndham-Close-10605/home/20184330,OneKey,H6025085,N,Y,41.023779,-73.744146
MLS Listing,,Multi-Family (2-4 Unit),21 Pine St,West Harrison,NY,10604,760000,6,4.0,West Harrison,3036,4966,1969,74,250,,Active,,,http://www.redfin.com/NY/West-Harrison/21-Pine-St-10604/home/20116654,OneKey,H6024768,N,Y,41.0391365,-73.7523595
MLS Listing,,Condo/Co-op,15 Greenridge Ave #16,White Plains,NY,10605,515000,2,2.0,The Highlands,1302,,1985,74,396,580,Active,,,http://www.redfin.com/NY/White-Plains/15-Greenridge-Ave-10605/unit-16/home/49729146,OneKey,H6020406,N,Y,41.025852,-73.765329
MLS Listing,,Multi-Family (2-4 Unit),182 Church St,White Plains,NY,10601,685000,6,4.0,White Plains,3641,,1927,75,188,,Active,,,http://www.redfin.com/NY/White-Plains/182-Church-St-10601/home/20191670,OneKey,H6024637,N,Y,41.0376037,-73.7691368
MLS Listing,,Single Family Residential,120 S Broadway,White Plains,NY,10605,689000,5,2.5,White Plains,2380,6238,1924,75,289,,Active,,,http://www.redfin.com/NY/White-Plains/120-S-Broadway-10605/home/20185372,OneKey,H6008616,N,Y,41.0274336,-73.7616906
MLS Listing,,Single Family Residential,26 Wyndham Close,White Plains,NY,10605,755000,2,3.0,Wyndham Close,2304,3737,1989,76,328,907,Active,,,http://www.redfin.com/NY/White-Plains/26-Wyndham-Close-10605/home/20185502,OneKey,H6018612,N,Y,41.023121,-73.744352
MLS Listing,,Single Family Residential,46 Hillair Cir,White Plains,NY,10605,1275000,4,2.5,White Plains,3294,34452,1933,76,387,,Active,,,http://www.redfin.com/NY/White-Plains/46-Hillair-Cir-10605/home/20180126,OneKey,H6009164,N,Y,40.9960653,-73.750245
MLS Listing,,Single Family Residential,27 Oxford Rd,White Plains,NY,10605,879000,3,2.0,White Plains,2775,17433,1952,76,317,,Active,,,http://www.redfin.com/NY/White-Plains/27-Oxford-Rd-10605/home/20185304,OneKey,H6015798,N,Y,41.0143462,-73.7453494
MLS Listing,,Condo/Co-op,16 Minerva Unit 4C,White Plains,NY,10601,105000,2,1.0,Minerva Apartments,900,,1920,77,117,816,Active,,,http://www.redfin.com/NY/White-Plains/16-Minerva-Pl-10601/unit-4C/home/86871448,OneKey,H6022215,N,Y,41.036973,-73.7563816
MLS Listing,,Condo/Co-op,4 Martine Ave #907,White Plains,NY,10606,385000,1,1.5,Seasons Condominuim,900,,1990,79,428,639,Active,,,http://www.redfin.com/NY/White-Plains/4-Martine-Ave-10606/unit-907/home/20190041,OneKey,H6022560,N,Y,41.0300922,-73.7730517
MLS Listing,,Condo/Co-op,16 N Broadway Unit 5C,White Plains,NY,10601,175000,1,1.0,The Bradford House,945,,1955,81,185,871,Active,,,http://www.redfin.com/NY/White-Plains/16-N-Broadway-10601/unit-5C/home/21696699,OneKey,H6022125,N,Y,41.0351646,-73.7630006
MLS Listing,,Single Family Residential,100 Woodlands Ave,White Plains,NY,10607,899000,4,3.0,White Plains,3209,10607,1938,81,280,,Active,,,http://www.redfin.com/NY/White-Plains/100-Woodlands-Ave-10607/home/20128520,OneKey,H6020822,N,Y,41.0321386,-73.8385522
MLS Listing,,Single Family Residential,10 Bogert Ave,White Plains,NY,10606,640000,3,2.0,White Plains,1987,6029,1925,82,322,,Active,,,http://www.redfin.com/NY/White-Plains/10-Bogert-Ave-10606/home/20183934,OneKey,H6016558,N,Y,41.0193813,-73.7803975
MLS Listing,,Single Family Residential,118 Alexander Ave,Hartsdale,NY,10530,569000,4,2.5,Hartsdale,1511,10306,1923,82,377,,Active,,,http://www.redfin.com/NY/Hartsdale/118-Alexander-Ave-10530/home/20124607,OneKey,H6021757,N,Y,41.0257448,-73.7881302
MLS Listing,,Condo/Co-op,31 Greenridge Ave Unit 1E,White Plains,NY,10605,339000,1,1.0,Jefferson Place,689,,2006,82,492,476,Active,,,http://www.redfin.com/NY/White-Plains/31-Greenridge-Ave-10605/unit-1E/home/20009515,OneKey,H6011387,N,Y,41.0243357,-73.7645634
MLS Listing,,Single Family Residential,1183 Mamaroneck Ave,White Plains,NY,10605,799900,4,2.5,White Plains,2878,7501,2017,83,278,,Active,,,http://www.redfin.com/NY/White-Plains/1183-Mamaroneck-Ave-10605/home/23068475,OneKey,H6016668,N,Y,40.9942314,-73.7458452
MLS Listing,,Condo/Co-op,325 Main St Unit 2D,White Plains,NY,10601,225000,1,1.0,Whitefield House,890,,1954,83,253,731,Active,,,http://www.redfin.com/NY/White-Plains/325-Main-St-10601/unit-2D/home/160618857,OneKey,H6021280,N,Y,41.0349685,-73.7621732
MLS Listing,,Single Family Residential,101 Robinhood Rd,White Plains,NY,10605,869000,4,2.5,Barbara Knolls,3032,8651,1976,83,287,,Active,,,http://www.redfin.com/NY/White-Plains/101-Robinhood-Rd-10605/home/20185978,OneKey,H6020827,N,Y,41.0172016,-73.7389366
MLS Listing,,Condo/Co-op,5 Renaissance Sq Unit 16C,White Plains,NY,10601,899000,1,1.5,The Ritz Carlton,1086,2614,2007,83,828,1288,Active,,,http://www.redfin.com/NY/White-Plains/5-Renaissance-Sq-10601/unit-16C/home/26767532,OneKey,H6018928,N,Y,41.0333686,-73.7678268
MLS Listing,,Condo/Co-op,500 High Point Dr #513,Hartsdale,NY,10530,469000,2,1.5,High Point,1192,436,1975,84,393,689,Active,,,http://www.redfin.com/NY/Hartsdale/500-High-Point-Dr-10530/unit-513/home/23036350,OneKey,H6018670,N,Y,41.0335731,-73.7879498
MLS Listing,,Condo/Co-op,30 Windsor Ter Unit 2D,White Plains,NY,10601,249000,1,1.0,The Granada Arms,750,,1929,84,332,534,Active,,,http://www.redfin.com/NY/White-Plains/30-Windsor-Ter-10601/unit-2D/home/170938149,OneKey,H6020648,N,Y,41.034473,-73.7603346
MLS Listing,,Single Family Residential,2 Dickel Rd,Scarsdale,NY,10583,1224999,3,3.0,Scarsdale,1748,14810,1925,84,701,,Active,,,http://www.redfin.com/NY/Scarsdale/2-Dickel-Rd-10583/home/20058537,OneKey,H6018603,N,Y,41.0141783,-73.7789267
MLS Listing,,Vacant Land,Lot 13 Old Tarrytown Rd,White Plains,NY,10603,159000,0,,White Plains,,51449,,84,,,Active,,,http://www.redfin.com/NY/White-Plains/13-Old-Tarrytown-Rd-10603/home/170934807,OneKey,H6020590,N,Y,41.0469535,-73.7757183
MLS Listing,,Condo/Co-op,5 Barker Ave #1602,White Plains,NY,10601,445000,1,1.5,Lareserve Condominium,1308,,1982,88,340,916,Active,,,http://www.redfin.com/NY/White-Plains/5-Barker-Ave-10601/unit-1602/home/170674827,OneKey,H6018729,N,Y,41.035292,-73.770092
MLS Listing,,Single Family Residential,121 Harvard Dr,Hartsdale,NY,10530,669900,3,1.5,Hartsdale,1960,7614,1958,89,342,,Active,,,http://www.redfin.com/NY/Hartsdale/121-Harvard-Dr-10530/home/20186983,OneKey,H6018169,N,Y,41.0252709,-73.78691
MLS Listing,,Single Family Residential,21 Wyndham Close,White Plains,NY,10605,949000,3,3.5,White Plains,2900,,1989,89,327,1004,Active,,,http://www.redfin.com/NY/White-Plains/21-Wyndham-Close-10605/home/20184282,OneKey,H5019247,N,Y,41.023105,-73.74353
MLS Listing,,Single Family Residential,18 Colonial Rd,White Plains,NY,10605,2750000,6,5.5,White Plains,5008,40938,1931,90,549,,Active,,,http://www.redfin.com/NY/White-Plains/18-Colonial-Rd-10605/home/20185779,OneKey,H6017272,N,Y,41.0261405,-73.739833
MLS Listing,,Single Family Residential,43 Wyndham Close,White Plains,NY,10605,925000,2,3.5,Wyndham Close,2840,4691,1989,90,326,882,Active,,,http://www.redfin.com/NY/White-Plains/43-Wyndham-Close-10605/home/20186293,OneKey,H6004868,N,Y,41.023685,-73.743423
MLS Listing,,Condo/Co-op,300 Mamaroneck Ave #411,White Plains,NY,10605,549900,2,2.0,Jefferson Place,1133,,2006,91,485,680,Active,,,http://www.redfin.com/NY/White-Plains/300-Mamaroneck-Ave-10605/unit-411/home/20009087,OneKey,H6015902,N,Y,41.024812,-73.7638739
MLS Listing,,Single Family Residential,166 Hillair Cir,White Plains,NY,10605,1195000,5,3.5,White Plains,3029,78155,1959,91,395,,Active,,,http://www.redfin.com/NY/White-Plains/166-Hillair-Cir-10605/home/20182482,OneKey,H6012842,N,Y,40.999069,-73.7569561
MLS Listing,,Single Family Residential,290 Old Tarrytown Rd,White Plains,NY,10603,520000,4,2.0,White Plains,1552,11552,1958,91,335,,Active,,,http://www.redfin.com/NY/White-Plains/290-Old-Tarrytown-Rd-10603/home/19992981,OneKey,H6018106,N,Y,41.046721,-73.7879349
MLS Listing,,Single Family Residential,21 Gorham Rd,Scarsdale,NY,10583,1350000,6,3.5,Scarsdale,3551,,1918,91,380,,Active,,,http://www.redfin.com/NY/Scarsdale/21-Gorham-Rd-10583/home/20061233,OneKey,H6018089,N,Y,41.0142405,-73.7798919
MLS Listing,,Condo/Co-op,9 Bryant Cres Unit 1-H,White Plains,NY,10605,70000,0,1.0,Bryant Gardens,450,,1952,91,156,623,Active,,,http://www.redfin.com/NY/White-Plains/9-Bryant-Cres-10605/unit-1H/home/44614849,OneKey,H6017452,N,Y,41.0190039,-73.7513209
MLS Listing,,Single Family Residential,34 Hazelton Dr,White Plains,NY,10605,699000,3,1.5,White Plains,1624,5837,1960,94,430,,Active,,,http://www.redfin.com/NY/White-Plains/34-Hazelton-Dr-10605/home/20179560,OneKey,H6012939,N,Y,41.0002445,-73.7616446
MLS Listing,,Single Family Residential,37 Meadowbrook Rd,White Plains,NY,10605,729000,3,2.5,Old Oak Ridge,2106,36425,1955,94,346,,Active,,,http://www.redfin.com/NY/White-Plains/37-Meadowbrook-Rd-10605/home/20188209,OneKey,H6006604,N,Y,41.028095,-73.7426168
MLS Listing,,Single Family Residential,288 Knollwood Rd,White Plains,NY,10607,479000,3,1.5,White Plains,1550,5724,1930,95,309,,Active,,,http://www.redfin.com/NY/White-Plains/288-Knollwood-Rd-10607/home/20126137,OneKey,H6016939,N,Y,41.0441798,-73.80541
MLS Listing,,Condo/Co-op,25 Franklin Ave Unit 3 F,White Plains,NY,10601,175000,1,1.0,Franklin Towers,750,,1966,96,233,866,Active,,,http://www.redfin.com/NY/White-Plains/25-Franklin-Ave-10601/unit-3F/home/21824319,OneKey,H6016560,N,Y,41.033822,-73.7606104
MLS Listing,,Condo/Co-op,39 Columbus Ave Unit 2A,West Harrison,NY,10604,215000,2,1.0,Park Knoll,868,,1952,96,248,1021,Active,,,http://www.redfin.com/NY/West-Harrison/39-Columbus-Ave-10604/unit-2A/home/53615602,OneKey,H6014303,N,Y,41.0339226,-73.7515715
MLS Listing,,Condo/Co-op,2 Overlook Rd Unit 3B7,White Plains,NY,10605,221999,1,1.0,The Gaylord,850,,1954,97,261,885,Active,,,http://www.redfin.com/NY/White-Plains/2-Overlook-Rd-10605/unit-3B7/home/21491066,OneKey,H6013206,N,Y,41.0188753,-73.7589097
MLS Listing,,Condo/Co-op,208 Pondside Dr #208,White Plains,NY,10607,725000,3,2.5,Pondside,2700,4356,1992,97,269,505,Active,,,http://www.redfin.com/NY/White-Plains/208-Pondside-Dr-10607/unit-208/home/21821510,OneKey,H6014472,N,Y,41.041281,-73.8056299
MLS Listing,,Single Family Residential,45 Thompson Ave,White Plains,NY,10603,539900,3,1.5,White Plains,1458,5262,1937,98,370,,Active,,,http://www.redfin.com/NY/White-Plains/45-Thompson-Ave-10603/home/20189726,OneKey,H6012106,N,Y,41.0502267,-73.7661951
MLS Listing,,Condo/Co-op,13 Bryant Cres Unit 2L,White Plains,NY,10605,128000,1,1.0,Bryant Gardens,750,,1952,99,171,892,Active,,,http://www.redfin.com/NY/White-Plains/13-Bryant-Cres-10605/unit-2L/home/40263266,OneKey,H6014751,N,Y,41.0189491,-73.7511601
MLS Listing,,Condo/Co-op,300 Mamaroneck Ave #104,White Plains,NY,10605,445000,2,2.0,Residences At Jefferson,1077,,2006,102,413,689,Active,,,http://www.redfin.com/NY/White-Plains/300-Mamaroneck-Ave-10605/unit-104/home/103494899,OneKey,H6013632,N,Y,41.024812,-73.7638739
